Fecha	Distancia	cosCara_+X	cosCara_+Y	cosCara_+Z	cosCara_-X	cosCara_-Y	cosCara_-Z	cosPanel_1
2023-03-21 00:00:00	148975048.05957827	-0.8490945663143633	0.30821687337163184	0.4289997394223439	0.8490945663143633	-0.30821687337163184	-0.4289997394223439	0.30821687337163184
2023-03-21 00:00:30	148974978.05880094	-0.8586896712707913	0.28055004569122094	0.42888660542795476	0.8586896712707913	-0.28055004569122094	-0.42888660542795476	0.28055004569122094
2023-03-21 00:01:00	148974914.45140317	-0.8673383809844059	0.25259622709164953	0.42885811048692285	0.8673383809844059	-0.25259622709164953	-0.42885811048692285	0.25259622709164953
2023-03-21 00:01:30	148974857.11823016	-0.8750273400118892	0.22438406816310497	0.4289276677789544	0.8750273400118892	-0.22438406816310497	-0.4289276677789544	0.22438406816310497
2023-03-21 00:02:00	148974806.19818243	-0.881823540223579	0.1959264390599581	0.42895229849581024	0.881823540223579	-0.1959264390599581	-0.42895229849581024	0.1959264390599581
2023-03-21 00:02:30	148974761.8724004	-0.8877147207386141	0.16726914979968402	0.4289331021374493	0.8877147207386141	-0.16726914979968402	-0.4289331021374493	0.16726914979968402
2023-03-21 00:03:00	148974724.02284637	-0.8926896832367813	0.13842261033362901	0.42888729334294756	0.8926896832367813	-0.13842261033362901	-0.42888729334294756	0.13842261033362901
2023-03-21 00:03:30	148974692.68720314	-0.8966620854480045	0.10945680011791731	0.42897122680662614	0.8966620854480045	-0.10945680011791731	-0.42897122680662614	0.10945680011791731
2023-03-21 00:04:00	148974667.94770885	-0.8997773242916236	0.08034586168530922	0.42888845776104956	0.8997773242916236	-0.08034586168530922	-0.42888845776104956	0.08034586168530922
2023-03-21 00:04:30	148974649.87137568	-0.9018751917935841	0.05117672472282455	0.42895463778111814	0.9018751917935841	-0.05117672472282455	-0.42895463778111814	0.05117672472282455
2023-03-21 00:05:00	148974638.43906352	-0.9031007843820696	0.021928954030483734	0.428868387997553	0.9031007843820696	-0.021928954030483734	-0.428868387997553	0.021928954030483734
